,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,Contract,TotalCharges,Churn
409,Male,0,No,No,1,Yes,No,Month-to-month,19.6,Yes
410,Male,1,No,No,3,Yes,Yes,Month-to-month,233.7,Yes
411,Female,0,Yes,No,46,Yes,Yes,One year,1066.15,No
412,Female,0,Yes,No,29,Yes,Yes,Month-to-month,2149.05,No
413,Male,0,No,No,51,Yes,Yes,Month-to-month,4473.0,No
414,Female,1,Yes,No,48,Yes,No,Month-to-month,3545.05,No
415,Female,0,Yes,Yes,16,Yes,No,Month-to-month,1195.75,No
416,Male,0,Yes,No,70,Yes,Yes,Two year,6858.9,No
417,Female,0,Yes,Yes,40,Yes,Yes,Two year,1024.7,No
418,Female,0,Yes,Yes,22,Yes,No,Month-to-month,1845.9,Yes
419,Female,1,No,No,1,Yes,No,Month-to-month,75.3,Yes
420,Female,0,Yes,Yes,5,Yes,Yes,Month-to-month,132.25,No
421,Female,0,No,No,7,Yes,No,Month-to-month,515.45,No
422,Male,0,No,Yes,29,Yes,Yes,One year,2830.45,No
423,Male,0,Yes,Yes,44,Yes,Yes,One year,1110.5,No
424,Female,0,No,No,10,No,No phone service,Month-to-month,449.3,No
425,Female,1,Yes,No,55,Yes,Yes,Month-to-month,2838.55,No
426,Male,1,Yes,No,52,Yes,Yes,One year,5376.4,No
427,Female,0,Yes,Yes,10,Yes,Yes,Month-to-month,858.6,No
428,Male,0,No,No,18,Yes,Yes,Month-to-month,1395.05,No
429,Female,0,Yes,No,68,Yes,Yes,One year,3975.7,No
430,Female,0,Yes,Yes,61,Yes,No,Month-to-month,1182.55,Yes
431,Female,0,Yes,Yes,72,No,No phone service,Two year,4784.45,No
432,Male,0,No,No,2,Yes,No,Month-to-month,119.5,No
433,Male,0,No,No,12,Yes,No,Month-to-month,518.9,Yes
434,Male,0,Yes,No,41,Yes,No,Two year,899.45,No
435,Female,0,No,No,26,No,No phone service,Month-to-month,1183.8,No
436,Male,0,Yes,No,36,Yes,No,One year,720.05,No
437,Male,0,Yes,Yes,72,Yes,Yes,Two year,8468.2,No
438,Male,0,Yes,No,35,Yes,Yes,Month-to-month,3161.2,No
439,Male,0,No,No,1,Yes,No,Month-to-month,55.05,No
440,Female,0,Yes,Yes,16,Yes,Yes,Month-to-month,1882.55,No
441,Female,1,No,No,49,Yes,Yes,Month-to-month,5070.4,No
442,Female,0,Yes,No,54,Yes,Yes,One year,6049.5,No
443,Female,0,No,Yes,18,Yes,Yes,Month-to-month,1166.7,No
444,Female,0,Yes,No,36,Yes,No,Month-to-month,2937.65,No
445,Female,0,No,No,60,Yes,Yes,Month-to-month,6396.45,Yes
446,Female,0,No,No,1,Yes,No,Month-to-month,69.55,Yes
447,Female,0,Yes,Yes,52,Yes,Yes,Two year,1270.25,No
448,Male,0,Yes,Yes,8,Yes,No,Month-to-month,759.55,No
449,Male,0,Yes,Yes,72,Yes,No,Two year,7611.55,No
450,Female,0,No,No,64,Yes,Yes,One year,1642.75,No
451,Female,1,No,No,22,Yes,No,Month-to-month,1545.4,No
452,Male,0,Yes,No,60,No,No phone service,Month-to-month,3582.4,No
453,Female,0,Yes,Yes,28,Yes,No,Month-to-month,2227.1,Yes
454,Female,0,Yes,No,61,Yes,Yes,Two year,1417.9,No
455,Female,0,No,No,24,Yes,Yes,Month-to-month,2494.65,No
456,Male,0,Yes,Yes,28,Yes,No,One year,2768.35,No
457,Female,0,Yes,Yes,30,Yes,No,Two year,2369.3,No
458,Male,0,Yes,No,2,Yes,No,Month-to-month,38.0,No
459,Male,0,No,No,1,Yes,Yes,Month-to-month,75.1,No
460,Male,0,No,Yes,6,Yes,No,Month-to-month,100.9,No
461,Female,0,Yes,No,24,Yes,No,Month-to-month,1614.05,No
462,Male,0,Yes,Yes,4,Yes,Yes,Month-to-month,385.9,Yes
463,Male,0,No,No,7,Yes,Yes,Month-to-month,673.25,Yes
464,Male,1,Yes,No,72,Yes,Yes,Two year,8404.9,No
465,Male,0,No,No,70,No,No phone service,Two year,2799.75,No
466,Male,1,Yes,No,64,Yes,Yes,Two year,6538.45,No
467,Male,0,Yes,Yes,72,Yes,Yes,One year,6588.95,No
468,Female,0,No,Yes,44,Yes,No,Two year,868.1,No
469,Female,0,Yes,Yes,13,Yes,No,Month-to-month,734.35,Yes
470,Female,1,No,No,17,Yes,No,One year,330.6,No
471,Male,0,No,No,1,Yes,No,Month-to-month,55.0,Yes
472,Male,0,Yes,No,9,Yes,No,Month-to-month,564.4,No
473,Male,0,Yes,No,24,Yes,No,Month-to-month,1315.35,No
474,Female,0,Yes,Yes,1,Yes,No,Month-to-month,74.7,Yes
475,Male,0,No,No,24,Yes,Yes,Month-to-month,1861.5,Yes
476,Male,1,Yes,Yes,35,Yes,No,Month-to-month,2747.2,No
477,Female,0,Yes,Yes,7,Yes,No,Month-to-month,554.05,No
478,Male,0,No,No,5,Yes,No,Month-to-month,453.4,Yes
479,Female,0,No,Yes,15,Yes,No,Month-to-month,994.8,Yes
480,Male,0,Yes,Yes,11,Yes,No,Two year,225.75,No
481,Female,0,Yes,No,48,No,No phone service,Month-to-month,2145.0,Yes
482,Female,1,No,No,20,Yes,No,Month-to-month,1671.6,No
483,Female,0,Yes,No,72,Yes,Yes,One year,8003.8,No
484,Female,0,Yes,Yes,8,Yes,No,Month-to-month,680.05,Yes
485,Male,0,Yes,Yes,72,Yes,Yes,Two year,6130.85,No
486,Female,0,No,No,15,Yes,Yes,Month-to-month,1415.0,No
487,Male,0,No,No,72,Yes,Yes,Two year,6201.95,No
488,Female,0,Yes,Yes,0,No,No phone service,Two year,1397.475,No
489,Male,0,No,Yes,1,Yes,Yes,Month-to-month,74.35,Yes
490,Male,0,Yes,Yes,63,Yes,Yes,Two year,6597.25,No
491,Female,0,No,No,2,Yes,No,Month-to-month,114.15,No
492,Female,0,Yes,No,2,Yes,No,Month-to-month,139.4,Yes
493,Male,1,Yes,No,61,Yes,Yes,One year,3902.6,No
494,Male,0,No,No,1,Yes,No,Month-to-month,20.4,No
495,Male,0,No,No,22,No,No phone service,One year,903.6,Yes
496,Male,0,Yes,No,28,Yes,No,Month-to-month,1785.65,No
497,Female,0,Yes,No,70,Yes,No,Two year,1397.65,No
498,Female,1,No,No,5,No,No phone service,Month-to-month,131.05,Yes
499,Female,0,No,No,12,Yes,Yes,Month-to-month,1238.45,Yes
500,Male,0,No,No,34,Yes,Yes,One year,3899.05,No
501,Female,1,Yes,No,71,Yes,Yes,Two year,5676.0,No
502,Female,0,Yes,Yes,70,Yes,Yes,One year,4543.15,No
503,Female,0,Yes,Yes,52,Yes,No,Month-to-month,4326.8,No
504,Male,0,No,Yes,69,Yes,Yes,Two year,5502.55,No
505,Female,1,No,No,20,Yes,Yes,Month-to-month,1782.4,Yes
506,Male,0,No,Yes,11,Yes,Yes,Month-to-month,851.8,No
507,Male,0,Yes,No,2,Yes,No,Month-to-month,167.5,Yes
508,Female,0,Yes,Yes,6,Yes,Yes,Month-to-month,502.85,Yes
509,Female,0,No,No,1,Yes,No,Month-to-month,19.85,No
510,Male,1,Yes,Yes,20,Yes,No,One year,1818.3,No
511,Male,0,No,No,61,Yes,Yes,Month-to-month,6300.15,No
512,Female,1,Yes,No,5,Yes,Yes,Month-to-month,334.8,Yes
513,Female,0,No,No,56,Yes,Yes,Month-to-month,5916.95,No
514,Male,0,No,No,30,Yes,Yes,Month-to-month,2852.4,No
515,Male,0,No,No,40,Yes,Yes,Month-to-month,4131.95,Yes
516,Female,0,No,No,28,Yes,No,One year,1546.3,No
517,Female,1,Yes,No,5,Yes,No,Month-to-month,302.6,No
518,Female,1,Yes,No,27,Yes,No,Month-to-month,1929.35,Yes
519,Male,0,No,No,12,Yes,No,Month-to-month,265.45,No
520,Male,0,Yes,Yes,67,Yes,Yes,One year,6989.45,No
521,Male,1,Yes,No,29,Yes,Yes,Month-to-month,1442.0,No
522,Male,0,Yes,Yes,55,Yes,Yes,Month-to-month,4713.4,No
523,Female,0,No,No,23,Yes,Yes,Month-to-month,1758.6,Yes
524,Male,0,Yes,No,34,Yes,Yes,Month-to-month,3480.0,Yes
525,Male,0,No,No,52,Yes,No,One year,4738.3,No
526,Male,1,Yes,Yes,72,Yes,Yes,Two year,8399.15,No
527,Male,0,Yes,Yes,58,Yes,Yes,One year,5430.35,No
528,Male,0,Yes,Yes,35,Yes,No,Two year,686.95,No
529,Female,1,No,No,56,Yes,Yes,Two year,5706.3,No
530,Female,0,Yes,Yes,24,Yes,No,Two year,490.65,No
531,Male,0,Yes,Yes,70,Yes,No,Two year,1360.25,No
532,Male,0,No,No,2,Yes,No,Month-to-month,174.45,No
533,Male,1,Yes,Yes,68,Yes,Yes,One year,7379.8,No
534,Female,0,No,No,1,Yes,Yes,Month-to-month,85.0,Yes
535,Male,0,No,No,12,Yes,Yes,Month-to-month,1021.75,No
536,Female,0,Yes,No,63,Yes,Yes,Month-to-month,5029.05,No
537,Female,0,Yes,Yes,33,Yes,No,One year,1955.4,No
538,Female,0,Yes,No,69,Yes,No,One year,6744.2,No
539,Female,0,Yes,Yes,60,Yes,No,Two year,4946.7,No
540,Female,0,Yes,Yes,72,Yes,Yes,Two year,8248.5,No
541,Female,0,No,No,11,Yes,Yes,Month-to-month,601.6,No
542,Female,0,No,No,1,Yes,No,Month-to-month,19.55,No
543,Male,0,No,No,10,Yes,Yes,Month-to-month,834.1,Yes
544,Male,0,No,No,13,No,No phone service,Month-to-month,597.0,Yes
545,Male,0,Yes,Yes,34,Yes,No,One year,2647.2,No
546,Male,0,Yes,Yes,39,Yes,No,Month-to-month,3266.0,Yes
547,Female,0,No,No,65,Yes,Yes,One year,6744.25,No
548,Male,1,Yes,No,50,Yes,Yes,One year,5265.5,No
549,Male,0,No,No,15,Yes,No,Month-to-month,311.6,No
550,Male,0,Yes,Yes,72,Yes,Yes,Two year,7966.9,No
551,Female,0,Yes,Yes,72,Yes,Yes,Two year,8220.4,No
552,Male,0,Yes,Yes,55,Yes,No,Two year,1153.25,No
553,Female,0,Yes,Yes,23,Yes,Yes,Two year,514.75,No
554,Male,0,No,No,32,Yes,Yes,Month-to-month,2596.15,Yes
555,Female,0,Yes,Yes,56,Yes,Yes,One year,3808.0,No
556,Female,0,No,No,1,Yes,No,Month-to-month,19.9,No
557,Male,0,No,No,38,Yes,No,One year,2708.2,No
558,Male,0,No,No,11,Yes,No,Month-to-month,760.05,No
559,Male,0,No,No,1,Yes,No,Month-to-month,49.3,No
560,Male,0,Yes,No,56,Yes,Yes,One year,6033.3,No
561,Male,0,Yes,No,3,Yes,Yes,Month-to-month,89.05,No
562,Male,0,Yes,Yes,7,Yes,No,Month-to-month,516.15,No
563,Male,0,Yes,Yes,59,Yes,Yes,Two year,5861.75,No
564,Male,0,No,No,7,Yes,No,Month-to-month,445.95,No
565,Male,0,Yes,Yes,71,Yes,No,Two year,4973.4,No
566,Male,0,Yes,Yes,15,Yes,No,One year,1667.25,No
567,Male,0,Yes,No,71,Yes,Yes,Two year,5357.75,No
568,Female,0,No,No,35,Yes,Yes,Month-to-month,3527.6,Yes
569,Female,0,No,No,11,No,No phone service,One year,422.6,No
570,Female,0,Yes,Yes,60,Yes,No,Two year,1103.25,No
571,Male,1,No,No,47,Yes,Yes,Two year,2754.0,No
572,Female,0,No,No,11,Yes,No,One year,697.25,No
573,Male,0,Yes,No,56,Yes,Yes,One year,5614.45,Yes
574,Female,1,Yes,No,28,Yes,Yes,Month-to-month,3204.4,No
575,Male,0,Yes,No,61,Yes,No,Two year,4747.65,No
576,Male,0,Yes,Yes,31,Yes,Yes,One year,3082.1,No
577,Male,0,No,No,9,Yes,No,Month-to-month,597.9,No
578,Male,1,Yes,No,35,Yes,Yes,Month-to-month,3365.4,No
579,Male,0,No,No,2,Yes,No,Month-to-month,38.8,No
580,Female,0,Yes,Yes,12,Yes,No,Month-to-month,233.55,Yes
581,Female,0,No,No,1,Yes,No,Month-to-month,75.3,Yes
582,Female,1,No,No,4,Yes,Yes,Month-to-month,346.2,Yes
583,Female,0,Yes,Yes,1,Yes,No,Month-to-month,19.0,No
584,Female,0,No,No,3,Yes,No,Month-to-month,61.7,No
585,Female,1,No,No,1,Yes,Yes,Month-to-month,85.7,Yes
586,Male,0,No,No,52,Yes,No,Two year,3342.45,No
587,Male,0,Yes,Yes,5,Yes,No,One year,85.1,No
588,Male,0,Yes,No,72,Yes,Yes,Two year,7422.1,No
589,Male,0,Yes,Yes,71,Yes,Yes,Two year,6668.05,No
590,Male,0,Yes,No,72,Yes,Yes,Two year,8071.05,No
591,Male,0,Yes,Yes,46,Yes,Yes,One year,1174.8,No
592,Male,0,Yes,Yes,63,Yes,Yes,Two year,5435.0,No
593,Male,0,No,No,30,Yes,No,Month-to-month,2438.6,No
594,Male,0,No,No,1,Yes,No,Month-to-month,45.6,No
595,Female,0,No,No,12,Yes,Yes,Month-to-month,713.75,Yes
596,Male,0,No,No,16,No,No phone service,Two year,916.15,No
597,Male,0,No,No,4,Yes,Yes,Month-to-month,237.2,No
598,Male,0,Yes,No,51,Yes,Yes,One year,4614.55,No
599,Male,0,Yes,No,65,Yes,No,Two year,1414.45,No
600,Male,0,No,No,16,Yes,No,Month-to-month,1170.5,No
601,Male,0,No,No,2,Yes,No,One year,47.7,No
602,Female,0,Yes,Yes,66,Yes,Yes,One year,4859.25,No
603,Male,0,No,No,46,Yes,Yes,Two year,4903.2,No
604,Female,0,No,No,32,Yes,Yes,One year,3608.0,No
605,Male,0,Yes,No,72,Yes,Yes,Two year,6094.25,No
606,Male,0,Yes,Yes,38,Yes,No,Two year,3084.9,No
607,Male,0,No,Yes,51,Yes,No,One year,2356.75,No
608,Male,0,Yes,Yes,72,Yes,Yes,Two year,8306.05,No
609,Female,1,Yes,No,65,Yes,Yes,Month-to-month,6786.4,Yes
610,Male,0,Yes,Yes,9,No,No phone service,Month-to-month,248.95,Yes
611,Female,0,Yes,Yes,9,Yes,No,Month-to-month,663.05,Yes
612,Male,0,No,Yes,66,Yes,No,Two year,1357.1,No
613,Female,1,No,No,44,Yes,Yes,One year,4860.35,No
614,Male,0,No,No,50,Yes,Yes,Two year,3418.2,No
615,Female,0,No,No,15,Yes,Yes,Month-to-month,631.4,No
616,Male,0,No,No,8,No,No phone service,Month-to-month,186.3,No
617,Female,1,No,No,66,Yes,Yes,One year,6976.75,No
618,Female,0,No,No,57,Yes,Yes,Month-to-month,4884.85,No
619,Female,0,No,No,7,Yes,Yes,Month-to-month,522.95,No
620,Male,1,Yes,Yes,10,No,No phone service,Month-to-month,362.6,No
621,Female,0,No,No,62,Yes,Yes,One year,5755.8,No
622,Male,0,Yes,Yes,40,Yes,No,One year,3355.65,No
623,Female,0,No,No,20,Yes,No,Two year,406.95,No
624,Female,0,No,No,7,Yes,No,Month-to-month,137.6,Yes
625,Female,0,Yes,No,25,Yes,No,Month-to-month,2395.7,No
626,Male,0,Yes,No,23,Yes,Yes,Month-to-month,1968.1,No
627,Female,1,Yes,No,66,Yes,Yes,One year,6819.45,No
628,Female,1,No,No,72,Yes,Yes,Two year,7943.45,No
629,Male,1,Yes,No,49,Yes,Yes,Month-to-month,4547.25,Yes
630,Male,1,Yes,Yes,43,Yes,Yes,Month-to-month,4687.9,Yes
631,Female,0,Yes,No,46,Yes,Yes,Month-to-month,2473.95,No
632,Male,0,Yes,Yes,72,Yes,Yes,Two year,6562.9,No
633,Male,0,No,No,10,Yes,No,One year,176.3,No
634,Female,0,No,No,40,No,No phone service,One year,2236.2,No
635,Female,0,Yes,Yes,65,Yes,Yes,Month-to-month,6985.65,Yes
636,Male,0,No,No,31,Yes,No,Two year,3109.9,No
637,Female,0,Yes,No,68,Yes,Yes,Two year,4911.35,No
638,Male,1,Yes,Yes,56,Yes,Yes,One year,5794.65,Yes
639,Male,0,Yes,No,10,Yes,Yes,Month-to-month,855.3,Yes
640,Male,0,Yes,Yes,68,Yes,Yes,Two year,1620.2,No
641,Female,0,Yes,Yes,43,Yes,No,Month-to-month,2499.3,Yes
642,Male,0,No,No,1,Yes,No,Month-to-month,89.55,Yes
643,Female,1,No,No,49,Yes,No,One year,4287.2,No
644,Female,0,Yes,Yes,15,Yes,Yes,Month-to-month,394.85,No
645,Male,1,Yes,No,20,Yes,Yes,Month-to-month,1899.65,Yes
646,Male,0,No,No,1,Yes,No,Month-to-month,45.7,Yes
647,Male,0,Yes,Yes,50,Yes,Yes,One year,3442.15,No
648,Female,1,No,No,2,Yes,Yes,Month-to-month,161.5,Yes
649,Male,1,No,No,24,Yes,No,Month-to-month,1732.6,No
650,Female,0,No,No,3,Yes,No,Month-to-month,222.3,Yes
651,Female,0,No,No,1,Yes,No,Month-to-month,74.6,Yes
652,Male,0,Yes,Yes,35,Yes,No,Two year,655.3,No
653,Female,0,No,No,17,Yes,Yes,Month-to-month,475.25,No
654,Female,1,No,No,8,Yes,No,Month-to-month,164.3,Yes
655,Male,0,No,No,10,Yes,No,Month-to-month,865.1,No
656,Male,0,Yes,Yes,68,Yes,Yes,Two year,6132.7,No
657,Male,0,Yes,No,45,Yes,No,One year,3597.5,No
658,Male,0,Yes,Yes,2,Yes,No,One year,35.9,Yes
659,Male,0,Yes,No,37,Yes,No,Month-to-month,697.65,No
660,Female,0,No,No,4,No,No phone service,Month-to-month,96.05,Yes
661,Female,0,No,No,10,Yes,No,Month-to-month,428.7,No
662,Male,0,No,No,1,Yes,No,Month-to-month,20.05,No
663,Male,0,Yes,Yes,65,Yes,Yes,Two year,4459.15,No
664,Female,0,Yes,Yes,57,Yes,No,Two year,1167.6,No
665,Female,0,No,No,3,Yes,No,Month-to-month,238.1,No
666,Female,0,No,No,2,Yes,No,Month-to-month,145.15,Yes
667,Male,0,No,No,49,No,No phone service,Month-to-month,1453.1,No
668,Female,0,No,No,4,Yes,No,Month-to-month,191.05,Yes
669,Female,0,Yes,No,70,No,No phone service,Two year,4039.3,No
670,Female,0,Yes,Yes,53,Yes,No,One year,1039.45,No
671,Male,0,Yes,Yes,53,Yes,Yes,Two year,1336.1,No
672,Female,0,No,No,1,Yes,Yes,Month-to-month,75.05,Yes
673,Male,0,No,No,22,Yes,Yes,Month-to-month,493.4,No
674,Male,1,No,No,52,No,No phone service,Month-to-month,2550.9,Yes
675,Male,1,No,No,65,Yes,Yes,Two year,7246.15,No
676,Female,0,No,No,48,Yes,Yes,One year,1203.95,No
677,Female,0,No,No,2,No,No phone service,Month-to-month,62.25,Yes
678,Male,0,No,No,3,Yes,Yes,Month-to-month,313.6,No
679,Male,0,Yes,No,45,Yes,Yes,Month-to-month,3775.85,No
680,Male,0,Yes,Yes,1,Yes,No,Month-to-month,80.0,Yes
681,Female,0,Yes,Yes,61,Yes,No,Two year,4616.05,No
682,Male,0,No,No,3,Yes,No,Month-to-month,195.65,No
683,Female,1,No,No,40,Yes,Yes,One year,4188.4,No
684,Female,0,No,No,1,Yes,No,Month-to-month,71.1,No
685,Female,0,No,No,1,Yes,No,Month-to-month,49.9,No
686,Male,0,No,No,51,Yes,Yes,One year,1266.4,No
687,Male,1,No,No,2,Yes,No,Month-to-month,91.1,Yes
688,Male,0,No,No,52,No,No phone service,One year,1623.4,No
689,Male,0,No,No,51,Yes,Yes,Month-to-month,4149.45,No
690,Male,0,No,No,1,Yes,No,Month-to-month,20.45,No
691,Male,0,Yes,Yes,31,Yes,Yes,One year,2344.5,No
692,Male,0,No,Yes,47,Yes,No,One year,1013.05,No
693,Female,0,No,No,3,Yes,Yes,Month-to-month,270.7,Yes
694,Female,1,No,No,22,Yes,No,One year,417.0,No
695,Female,0,Yes,No,1,Yes,No,Month-to-month,20.65,No
696,Male,0,Yes,No,72,Yes,Yes,Two year,6316.2,No
697,Male,0,Yes,Yes,3,Yes,No,Month-to-month,168.15,Yes
698,Male,1,Yes,Yes,47,Yes,No,One year,4018.05,No
699,Male,0,Yes,Yes,72,Yes,Yes,Two year,4811.6,No
700,Male,0,Yes,Yes,66,Yes,Yes,Two year,4189.7,No
701,Male,0,No,No,35,Yes,Yes,Month-to-month,2848.45,No
702,Male,0,No,No,29,Yes,Yes,Month-to-month,2516.2,No
703,Female,0,No,No,2,Yes,No,Month-to-month,33.6,No
704,Male,0,No,No,4,Yes,No,Month-to-month,208.45,No
705,Female,0,No,No,25,Yes,No,Month-to-month,2015.35,Yes
706,Female,0,No,No,65,Yes,No,Two year,3739.8,No
707,Male,1,No,No,27,Yes,Yes,One year,2964.0,No
708,Male,0,Yes,No,29,Yes,No,Month-to-month,2263.4,No
709,Male,0,Yes,Yes,29,Yes,Yes,Month-to-month,2211.8,No
710,Male,0,No,No,1,Yes,No,Month-to-month,19.55,Yes
711,Female,0,Yes,No,20,Yes,No,Month-to-month,1683.7,No
712,Female,0,No,No,58,Yes,Yes,Two year,1519.0,No
713,Female,0,No,Yes,14,Yes,Yes,Month-to-month,1164.05,No
714,Male,0,Yes,No,72,Yes,Yes,Two year,1710.9,No
715,Male,0,No,No,46,Yes,Yes,Month-to-month,4245.55,No
716,Female,0,Yes,No,71,No,No phone service,Two year,4145.9,No
717,Male,0,No,No,32,Yes,Yes,Month-to-month,2664.3,No
718,Female,0,No,No,26,No,No phone service,Month-to-month,1277.5,No
719,Male,1,Yes,No,68,Yes,Yes,Month-to-month,5589.3,No
720,Male,0,Yes,Yes,2,Yes,No,One year,34.75,No
721,Male,0,Yes,Yes,61,Yes,No,Two year,1305.95,No
722,Female,0,Yes,Yes,4,Yes,Yes,Month-to-month,381.3,Yes
723,Male,0,No,No,3,Yes,No,Month-to-month,141.5,Yes
724,Male,1,Yes,No,33,Yes,Yes,Month-to-month,3105.55,Yes
725,Male,1,Yes,No,9,Yes,No,Month-to-month,204.55,No
726,Female,0,No,No,22,Yes,Yes,Two year,605.9,No
727,Female,0,Yes,Yes,5,Yes,No,Month-to-month,356.1,No
728,Female,1,No,No,30,Yes,Yes,Month-to-month,2758.15,Yes
729,Male,0,No,No,65,Yes,Yes,Two year,4805.65,No
730,Female,0,No,No,45,Yes,Yes,Month-to-month,3941.7,Yes
731,Male,0,No,No,5,Yes,No,Month-to-month,92.75,No
732,Male,0,Yes,Yes,25,Yes,No,Month-to-month,1901.05,No
733,Female,0,Yes,Yes,72,Yes,Yes,Two year,5730.7,No
734,Female,0,Yes,No,27,Yes,Yes,Month-to-month,2423.4,No
735,Male,0,Yes,Yes,32,No,No phone service,Month-to-month,1653.45,No
736,Female,0,No,No,30,Yes,Yes,One year,3327.05,No
737,Male,0,Yes,No,70,Yes,No,Two year,7085.5,No
738,Male,1,No,No,42,Yes,Yes,Month-to-month,3344.1,No
739,Female,1,Yes,No,72,Yes,Yes,Two year,6697.35,No
740,Female,0,No,No,47,Yes,Yes,Two year,2879.9,No
741,Female,0,No,No,2,Yes,No,Month-to-month,137.1,No
742,Male,0,No,No,10,Yes,Yes,Month-to-month,1008.55,Yes
743,Female,0,Yes,Yes,61,Yes,Yes,Two year,1551.6,No
744,Female,0,No,No,5,Yes,No,Month-to-month,202.15,No
745,Female,1,Yes,No,72,Yes,Yes,Two year,7882.25,No
746,Male,1,Yes,Yes,72,Yes,Yes,Two year,8196.4,No
747,Female,1,No,No,3,Yes,No,Month-to-month,202.9,No
748,Male,0,Yes,No,48,Yes,No,Two year,855.1,No
749,Female,0,No,No,63,Yes,No,One year,5817.0,No
750,Female,0,No,No,27,Yes,No,Month-to-month,1652.95,No
751,Male,0,Yes,Yes,70,Yes,No,Two year,5600.15,No
752,Male,0,Yes,Yes,7,Yes,No,Month-to-month,515.75,No
753,Male,0,No,Yes,0,Yes,No,Two year,1397.475,No
754,Female,0,Yes,No,2,Yes,No,Month-to-month,190.5,No
755,Male,1,No,No,20,Yes,Yes,Month-to-month,1842.8,Yes
756,Male,0,No,No,66,Yes,No,Two year,1253.8,No
757,Female,0,No,No,3,Yes,No,Month-to-month,57.2,No
758,Female,0,No,Yes,15,Yes,No,Month-to-month,1269.55,Yes
759,Female,0,Yes,Yes,72,Yes,Yes,Two year,6563.4,No
760,Male,0,No,No,1,Yes,No,Month-to-month,20.8,No
761,Female,0,No,No,22,Yes,No,Month-to-month,1907.85,Yes
762,Male,0,Yes,No,3,Yes,No,Month-to-month,208.85,Yes
763,Female,0,Yes,Yes,72,Yes,Yes,Two year,4758.8,No
764,Male,0,Yes,Yes,65,Yes,No,Two year,1292.6,No
765,Female,0,No,No,11,No,No phone service,Month-to-month,363.15,No
766,Male,0,No,No,22,Yes,Yes,Month-to-month,1600.25,No
767,Male,0,No,No,14,Yes,No,One year,275.7,No
768,Male,0,No,No,41,Yes,No,Month-to-month,3089.1,No
769,Male,0,Yes,No,17,Yes,No,One year,1175.6,No
770,Male,0,No,No,11,Yes,No,Month-to-month,237.3,No
771,Male,0,No,No,15,Yes,Yes,Month-to-month,1444.65,Yes
772,Female,0,No,No,1,Yes,No,Month-to-month,19.9,Yes
773,Female,0,Yes,No,5,Yes,No,Month-to-month,454.15,Yes
774,Male,0,Yes,No,33,Yes,No,One year,3036.75,Yes
775,Female,0,Yes,No,72,Yes,Yes,Two year,8065.65,No
776,Female,0,Yes,Yes,3,No,No phone service,Month-to-month,92.5,No
777,Male,0,No,No,2,Yes,Yes,Month-to-month,184.65,Yes
778,Female,0,Yes,No,59,Yes,Yes,One year,6152.3,No
779,Male,0,No,No,2,Yes,No,Month-to-month,89.5,Yes
780,Male,0,Yes,Yes,71,Yes,No,Two year,5154.5,No
781,Female,0,Yes,Yes,5,Yes,No,Month-to-month,220.45,No
782,Male,0,Yes,Yes,27,Yes,No,Month-to-month,1510.3,No
783,Female,0,No,No,1,Yes,No,Month-to-month,52.2,Yes
784,Male,0,No,Yes,63,No,No phone service,One year,2588.95,No
785,Female,1,No,No,46,Yes,Yes,One year,4874.8,Yes
786,Male,0,Yes,Yes,72,Yes,Yes,Two year,3983.6,No
787,Female,0,Yes,No,34,Yes,Yes,Month-to-month,2003.6,No
788,Female,0,Yes,Yes,24,Yes,Yes,One year,1832.4,No
789,Male,0,No,No,72,Yes,Yes,Two year,4908.25,No
790,Female,0,Yes,Yes,60,No,No phone service,Two year,3590.2,No
791,Male,0,No,No,68,Yes,Yes,One year,5023.0,No
792,Female,0,Yes,Yes,8,Yes,No,Two year,146.6,No
793,Female,0,No,Yes,34,Yes,No,Two year,2339.3,No
794,Female,0,No,No,6,No,No phone service,Month-to-month,298.7,No
795,Male,0,Yes,No,2,Yes,No,Month-to-month,143.65,No
796,Male,0,No,No,31,Yes,Yes,One year,2548.65,No
797,Female,0,Yes,Yes,20,Yes,Yes,Month-to-month,507.4,No
798,Female,0,Yes,Yes,1,Yes,No,Month-to-month,20.0,No
799,Male,0,No,No,62,Yes,Yes,One year,6125.4,Yes
800,Female,1,Yes,No,70,Yes,Yes,Two year,5411.4,No
801,Female,0,No,No,10,Yes,Yes,Month-to-month,1058.25,Yes
802,Male,0,Yes,Yes,39,Yes,Yes,Two year,903.8,No
803,Female,0,Yes,No,46,Yes,No,Two year,3009.5,No
804,Male,0,No,No,6,Yes,No,Month-to-month,489.45,Yes
805,Female,0,Yes,Yes,72,Yes,Yes,Two year,5468.45,No
806,Male,0,No,No,18,Yes,No,Month-to-month,1058.1,No
807,Male,0,Yes,No,71,Yes,Yes,Two year,7616.0,No
808,Male,0,Yes,No,40,Yes,Yes,Month-to-month,4113.1,Yes
809,Male,0,No,No,1,Yes,No,Month-to-month,69.55,Yes
810,Male,0,No,No,58,Yes,Yes,One year,6017.65,Yes
811,Male,0,No,No,70,Yes,Yes,Two year,7250.15,Yes
812,Female,0,Yes,No,42,Yes,Yes,Two year,1108.2,No
813,Male,0,Yes,Yes,34,No,No phone service,One year,938.65,No
814,Male,1,No,No,5,Yes,No,Month-to-month,94.15,No
